population,run,group,year,contact_type,age_category,cost_location,engage_tier,cost_attributed,total_cost,members,employees,visits,members_clm,hierarchy,pmpy_cost,pmpy_cost_clm,avg_risk,pmpy_cost_risk,pmpy_cost_clm_risk
Total,run3,Engaged,2018,Tier,Total,Pharmacy,Low,Member,,,,0,0,,,,1.470334179,,
Total,run3,Engaged,2018,Tier,Total,Total,Low,Member,,,,,,,,,1.470334179,,
Total,run3,Engaged,2018,Total,Total,ER,,Member,1045247.79,3203,2897,580,375,,326.3339963,2787.32744,1.470334179,221.9454604,1895.710159
Total,run3,Engaged,2018,Total,Total,Inpatient,,Member,4450204.47,3203,2897,189,150,,1389.386347,29668.0298,1.470334179,944.9459632,20177.74614
Total,run3,Engaged,2018,Total,Total,Maternity,,Member,153755.34,3203,2897,236,63,,48.00354043,2440.560952,1.470334179,32.64804771,1659.868204
Total,run3,Engaged,2018,Total,Total,Medical,,Member,16579465,3203,2897,24675,2711,,5176.230097,6115.627075,1.470334179,3520.444652,4159.344972
Total,run3,Engaged,2018,Total,Total,Office Visit,,Member,271129.04,3203,2897,1482,1147,,84.64846706,236.3810288,1.470334179,57.57090345,160.7668734
Total,run3,Engaged,2018,Total,Total,Outpatient,,Member,6902232.37,3203,2897,5391,1388,,2154.927371,4972.789892,1.470334179,1465.603808,3382.081409
Total,run3,Engaged,2018,Total,Total,Pharmacy,,Member,5087961.35,3203,2897,25646,2572,,1588.498704,1978.212033,1.470334179,1080.365761,1345.416615
Total,run3,Engaged,2018,Total,Total,Professional,,Member,5227028.16,3203,2897,20798,2648,,1631.916378,1973.953233,1.470334179,1109.894881,1342.52013
Total,run3,Engaged,2018,Total,Total,Total,,Member,21667426.35,3203,2897,,,,6764.728801,,1.470334179,4600.810413,
Total,run3,Engaged,2018,Wellness Challenges,Total,,,Member,,,,0,0,,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Challenges,Total,Medical,,Member,,,,0,0,,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Challenges,Total,Pharmacy,,Member,,,,0,0,,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Challenges,Total,Total,,Member,,,,,,,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Commitments,Total,,,Member,,,,0,0,,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Commitments,Total,Medical,,Member,,,,0,0,,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Commitments,Total,Pharmacy,,Member,,,,0,0,,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Commitments,Total,Total,,Member,,,,,,,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Tracker,Total,,,Member,,,,0,0,,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Tracker,Total,Medical,,Member,,,,0,0,,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Tracker,Total,Pharmacy,,Member,,,,0,0,,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Tracker,Total,Total,,Member,,,,,,,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Workshops,Total,,,Member,,,,0,0,,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Workshops,Total,Medical,,Member,,,,0,0,,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Workshops,Total,Pharmacy,,Member,,,,0,0,,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Workshops,Total,Total,,Member,,,,,,,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Workshops,Total,,,Member,,,,0,0,1,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Workshops,Total,Medical,,Member,,,,0,0,1,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Workshops,Total,Pharmacy,,Member,,,,0,0,1,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Workshops,Total,Total,,Member,,,,,,1,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Challenges,Total,,,Member,,,,0,0,2,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Challenges,Total,Maternity,,Member,,,,0,0,2,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Challenges,Total,Medical,,Member,,,,0,0,2,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Challenges,Total,Pharmacy,,Member,,,,0,0,2,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Challenges,Total,Total,,Member,,,,,,2,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Tracker,Total,,,Member,,,,0,0,3,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Tracker,Total,Medical,,Member,,,,0,0,3,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Tracker,Total,Pharmacy,,Member,,,,0,0,3,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Tracker,Total,Total,,Member,,,,,,3,,,1.470334179,,
Total,run3,Engaged,2018,HA Case Calls,Total,ER,,Member,1045247.79,3204,2898,580,375,4,326.2321442,2787.32744,1.470334179,221.876189,1895.710159
Total,run3,Engaged,2018,HA Case Calls,Total,Inpatient,,Member,4450204.47,3204,2898,189,150,4,1388.952706,29668.0298,1.470334179,944.6510363,20177.74614
Total,run3,Engaged,2018,HA Case Calls,Total,Maternity,,Member,153755.34,3204,2898,236,63,4,47.98855805,2440.560952,1.470334179,32.63785793,1659.868204
Total,run3,Engaged,2018,HA Case Calls,Total,Medical,,Member,16579465,3204,2898,24675,2711,4,5174.614544,6115.627075,1.470334179,3519.345886,4159.344972
Total,run3,Engaged,2018,HA Case Calls,Total,Office Visit,,Member,271129.04,3204,2898,1482,1147,4,84.62204744,236.3810288,1.470334179,57.552935,160.7668734
Total,run3,Engaged,2018,HA Case Calls,Total,Outpatient,,Member,6902232.37,3204,2898,5391,1388,4,2154.254797,4972.789892,1.470334179,1465.146378,3382.081409
Total,run3,Engaged,2018,HA Case Calls,Total,Pharmacy,,Member,5087965.79,3204,2898,25647,2573,4,1588.004304,1977.444924,1.470334179,1080.029511,1344.89489
Total,run3,Engaged,2018,HA Case Calls,Total,Professional,,Member,5227028.16,3204,2898,20798,2648,4,1631.407041,1973.953233,1.470334179,1109.548472,1342.52013
Total,run3,Engaged,2018,HA Case Calls,Total,Total,,Member,21667430.79,3204,2898,,,4,6762.618848,,1.470334179,4599.375397,
Total,run3,Engaged,2018,Biometrics,Total,,,Member,,,,0,0,5,,,1.470334179,,
Total,run3,Engaged,2018,Biometrics,Total,Medical,,Member,,,,0,0,5,,,1.470334179,,
Total,run3,Engaged,2018,Biometrics,Total,Pharmacy,,Member,,,,0,0,5,,,1.470334179,,
Total,run3,Engaged,2018,Biometrics,Total,Total,,Member,,,,,,5,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Commitments,Total,,,Member,,,,0,0,6,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Commitments,Total,Medical,,Member,,,,0,0,6,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Commitments,Total,Pharmacy,,Member,,,,0,0,6,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Commitments,Total,Total,,Member,,,,,,6,,,1.470334179,,
Total,run3,Engaged,2018,MEP Login,Total,,,Member,,,,0,0,7,,,1.470334179,,
Total,run3,Engaged,2018,MEP Login,Total,Medical,,Member,,,,0,0,7,,,1.470334179,,
Total,run3,Engaged,2018,MEP Login,Total,Pharmacy,,Member,,,,0,0,7,,,1.470334179,,
Total,run3,Engaged,2018,MEP Login,Total,Total,,Member,,,,,,7,,,1.470334179,,
Total,run3,Engaged,2018,Biometrics,Total,,,Employee,,,,0,0,,,,1.470334179,,
Total,run3,Engaged,2018,Biometrics,Total,Medical,,Employee,,,,0,0,,,,1.470334179,,
Total,run3,Engaged,2018,Biometrics,Total,Pharmacy,,Employee,,,,0,0,,,,1.470334179,,
Total,run3,Engaged,2018,Biometrics,Total,Total,,Employee,,,,,,,,,1.470334179,,
Total,run3,Engaged,2018,HA Case Calls,Total,ER,,Employee,1045247.79,3203,2897,580,375,,,,1.470334179,,
Total,run3,Engaged,2018,HA Case Calls,Total,Inpatient,,Employee,3722519.49,3203,2897,161,127,,,,1.470334179,,
Total,run3,Engaged,2018,HA Case Calls,Total,Maternity,,Employee,153755.34,3203,2897,236,63,,,,1.470334179,,
Total,run3,Engaged,2018,HA Case Calls,Total,Medical,,Employee,14231850.45,3203,2897,21518,2434,,,,1.470334179,,
Total,run3,Engaged,2018,HA Case Calls,Total,Office Visit,,Employee,271129.04,3203,2897,1482,1147,,,,1.470334179,,
Total,run3,Engaged,2018,HA Case Calls,Total,Outpatient,,Employee,6025425.11,3203,2897,4754,1225,,,,1.470334179,,
Total,run3,Engaged,2018,HA Case Calls,Total,Pharmacy,,Employee,4621180.34,3203,2897,23003,2323,,,,1.470334179,,
Total,run3,Engaged,2018,HA Case Calls,Total,Professional,,Employee,4483905.85,3203,2897,18090,2377,,,,1.470334179,,
Total,run3,Engaged,2018,HA Case Calls,Total,Total,,Employee,18853030.79,3203,2897,,,,,,1.470334179,,
Total,run3,Engaged,2018,MEP Login,Total,,,Employee,,,,0,0,,,,1.470334179,,
Total,run3,Engaged,2018,MEP Login,Total,Medical,,Employee,,,,0,0,,,,1.470334179,,
Total,run3,Engaged,2018,MEP Login,Total,Pharmacy,,Employee,,,,0,0,,,,1.470334179,,
Total,run3,Engaged,2018,MEP Login,Total,Total,,Employee,,,,,,,,,1.470334179,,
Total,run3,Engaged,2018,Tier,Total,ER,High,Employee,930946.19,3205,2899,499,324,,,,1.470334179,,
Total,run3,Engaged,2018,Tier,Total,Inpatient,High,Employee,3722519.49,3205,2899,161,127,,,,1.470334179,,
Total,run3,Engaged,2018,Tier,Total,Maternity,High,Employee,111063.25,3205,2899,176,51,,,,1.470334179,,
Total,run3,Engaged,2018,Tier,Total,Medical,High,Employee,14231962.09,3205,2899,21519,2435,,,,1.470334179,,
Total,run3,Engaged,2018,Tier,Total,Office Visit,High,Employee,242312.05,3205,2899,1317,1025,,,,1.470334179,,
Total,run3,Engaged,2018,Tier,Total,Outpatient,High,Employee,6025425.11,3205,2899,4754,1225,,,,1.470334179,,
Total,run3,Engaged,2018,Tier,Total,Pharmacy,High,Employee,4622572.55,3205,2899,23006,2325,,,,1.470334179,,
Total,run3,Engaged,2018,Tier,Total,Professional,High,Employee,4484017.49,3205,2899,18091,2378,,,,1.470334179,,
Total,run3,Engaged,2018,Tier,Total,Total,High,Employee,18854534.64,3205,2899,,,,,,1.470334179,,
Total,run3,Engaged,2018,Tier,Total,Medical,Low,Employee,,,,0,0,,,,1.470334179,,
Total,run3,Engaged,2018,Tier,Total,Pharmacy,Low,Employee,,,,0,0,,,,1.470334179,,
Total,run3,Engaged,2018,Tier,Total,Total,Low,Employee,,,,,,,,,1.470334179,,
Total,run3,Engaged,2018,Total,Total,ER,,Employee,930946.19,3203,2897,499,324,,,,1.470334179,,
Total,run3,Engaged,2018,Total,Total,Inpatient,,Employee,3722519.49,3203,2897,161,127,,,,1.470334179,,
Total,run3,Engaged,2018,Total,Total,Maternity,,Employee,111063.25,3203,2897,176,51,,,,1.470334179,,
Total,run3,Engaged,2018,Total,Total,Medical,,Employee,14231850.45,3203,2897,21518,2434,,,,1.470334179,,
Total,run3,Engaged,2018,Total,Total,Office Visit,,Employee,242312.05,3203,2897,1317,1025,,,,1.470334179,,
Total,run3,Engaged,2018,Total,Total,Outpatient,,Employee,6025425.11,3203,2897,4754,1225,,,,1.470334179,,
Total,run3,Engaged,2018,Total,Total,Pharmacy,,Employee,4621180.34,3203,2897,23003,2323,,,,1.470334179,,
Total,run3,Engaged,2018,Total,Total,Professional,,Employee,4483905.85,3203,2897,18090,2377,,,,1.470334179,,
Total,run3,Engaged,2018,Total,Total,Total,,Employee,18853030.79,3203,2897,,,,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Challenges,Total,,,Employee,,,,0,0,,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Challenges,Total,Medical,,Employee,,,,0,0,,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Challenges,Total,Pharmacy,,Employee,,,,0,0,,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Challenges,Total,Total,,Employee,,,,,,,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Commitments,Total,,,Employee,,,,0,0,,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Commitments,Total,Medical,,Employee,,,,0,0,,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Commitments,Total,Pharmacy,,Employee,,,,0,0,,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Commitments,Total,Total,,Employee,,,,,,,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Tracker,Total,,,Employee,,,,0,0,,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Tracker,Total,Medical,,Employee,,,,0,0,,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Tracker,Total,Pharmacy,,Employee,,,,0,0,,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Tracker,Total,Total,,Employee,,,,,,,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Workshops,Total,,,Employee,,,,0,0,,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Workshops,Total,Medical,,Employee,,,,0,0,,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Workshops,Total,Pharmacy,,Employee,,,,0,0,,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Workshops,Total,Total,,Employee,,,,,,,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Workshops,Total,,,Employee,,,,0,0,1,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Workshops,Total,Medical,,Employee,,,,0,0,1,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Workshops,Total,Pharmacy,,Employee,,,,0,0,1,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Workshops,Total,Total,,Employee,,,,,,1,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Challenges,Total,,,Employee,,,,0,0,2,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Challenges,Total,Maternity,,Employee,,,,0,0,2,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Challenges,Total,Medical,,Employee,,,,0,0,2,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Challenges,Total,Pharmacy,,Employee,,,,0,0,2,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Challenges,Total,Total,,Employee,,,,,,2,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Tracker,Total,,,Employee,,,,0,0,3,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Tracker,Total,Medical,,Employee,,,,0,0,3,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Tracker,Total,Pharmacy,,Employee,,,,0,0,3,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Tracker,Total,Total,,Employee,,,,,,3,,,1.470334179,,
Total,run3,Engaged,2018,HA Case Calls,Total,ER,,Employee,1045247.79,3204,2898,580,375,4,,,1.470334179,,
Total,run3,Engaged,2018,HA Case Calls,Total,Inpatient,,Employee,3722519.49,3204,2898,161,127,4,,,1.470334179,,
Total,run3,Engaged,2018,HA Case Calls,Total,Maternity,,Employee,153755.34,3204,2898,236,63,4,,,1.470334179,,
Total,run3,Engaged,2018,HA Case Calls,Total,Medical,,Employee,14231850.45,3204,2898,21518,2434,4,,,1.470334179,,
Total,run3,Engaged,2018,HA Case Calls,Total,Office Visit,,Employee,271129.04,3204,2898,1482,1147,4,,,1.470334179,,
Total,run3,Engaged,2018,HA Case Calls,Total,Outpatient,,Employee,6025425.11,3204,2898,4754,1225,4,,,1.470334179,,
Total,run3,Engaged,2018,HA Case Calls,Total,Pharmacy,,Employee,4621184.78,3204,2898,23004,2324,4,,,1.470334179,,
Total,run3,Engaged,2018,HA Case Calls,Total,Professional,,Employee,4483905.85,3204,2898,18090,2377,4,,,1.470334179,,
Total,run3,Engaged,2018,HA Case Calls,Total,Total,,Employee,18853035.23,3204,2898,,,4,,,1.470334179,,
Total,run3,Engaged,2018,Biometrics,Total,,,Employee,,,,0,0,5,,,1.470334179,,
Total,run3,Engaged,2018,Biometrics,Total,Medical,,Employee,,,,0,0,5,,,1.470334179,,
Total,run3,Engaged,2018,Biometrics,Total,Pharmacy,,Employee,,,,0,0,5,,,1.470334179,,
Total,run3,Engaged,2018,Biometrics,Total,Total,,Employee,,,,,,5,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Commitments,Total,,,Employee,,,,0,0,6,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Commitments,Total,Medical,,Employee,,,,0,0,6,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Commitments,Total,Pharmacy,,Employee,,,,0,0,6,,,1.470334179,,
Total,run3,Engaged,2018,Wellness Commitments,Total,Total,,Employee,,,,,,6,,,1.470334179,,
Total,run3,Engaged,2018,MEP Login,Total,,,Employee,,,,0,0,7,,,1.470334179,,
Total,run3,Engaged,2018,MEP Login,Total,Medical,,Employee,,,,0,0,7,,,1.470334179,,
Total,run3,Engaged,2018,MEP Login,Total,Pharmacy,,Employee,,,,0,0,7,,,1.470334179,,
Total,run3,Engaged,2018,MEP Login,Total,Total,,Employee,,,,,,7,,,1.470334179,,
Total,run3,Non-Engaged,2017,Total,Total,ER,,Member,6729986.54,25253,8953,4167,2833,,266.5024567,2375.568846,1.269907179,209.8597922,1870.663372
Total,run3,Non-Engaged,2017,Total,Total,Inpatient,,Member,20452417.96,25253,8953,770,619,,809.9005251,33041.06294,1.269907179,637.7635614,26018.48662
Total,run3,Non-Engaged,2017,Total,Total,Maternity,,Member,515953.94,25253,8953,762,215,,20.43139191,2399.785767,1.269907179,16.08888606,1889.733208
Total,run3,Non-Engaged,2017,Total,Total,Medical,,Member,92743986.05,25253,8953,175107,21231,,3672.592803,4368.328673,1.269907179,2892.016727,3439.880288
Total,run3,Non-Engaged,2017,Total,Total,Office Visit,,Member,2553475.47,25253,8953,15202,11961,,101.1157276,213.4834437,1.269907179,79.62450273,168.1094865
Total,run3,Non-Engaged,2017,Total,Total,Outpatient,,Member,35455750.35,25253,8953,33306,10021,,1404.021318,3538.144931,1.269907179,1105.609403,2786.144522
Total,run3,Non-Engaged,2017,Total,Total,Pharmacy,,Member,30015695.63,25253,8953,168687,18057,,1188.599201,1662.274776,1.269907179,935.9732908,1308.973446
Total,run3,Non-Engaged,2017,Total,Total,Professional,,Member,36835817.74,25253,8953,152175,20804,,1458.67096,1770.612274,1.269907179,1148.643762,1394.284797
Total,run3,Non-Engaged,2017,Total,Total,Total,,Member,122759681.7,25253,8953,,,,4861.192004,,1.269907179,3827.990017,
Total,run3,Non-Engaged,2017,Total,Total,ER,,Employee,1992332.47,25253,8953,1249,867,,,,1.269907179,,
Total,run3,Non-Engaged,2017,Total,Total,Inpatient,,Employee,6898095.17,25253,8953,262,218,,,,1.269907179,,
Total,run3,Non-Engaged,2017,Total,Total,Maternity,,Employee,155232.06,25253,8953,177,52,,,,1.269907179,,
Total,run3,Non-Engaged,2017,Total,Total,Medical,,Employee,34040297.89,25253,8953,63055,7228,,,,1.269907179,,
Total,run3,Non-Engaged,2017,Total,Total,Office Visit,,Employee,848133.86,25253,8953,4647,3559,,,,1.269907179,,
Total,run3,Non-Engaged,2017,Total,Total,Outpatient,,Employee,13564290.35,25253,8953,12293,3725,,,,1.269907179,,
Total,run3,Non-Engaged,2017,Total,Total,Pharmacy,,Employee,12216385.35,25253,8953,68748,6733,,,,1.269907179,,
Total,run3,Non-Engaged,2017,Total,Total,Professional,,Employee,13577912.37,25253,8953,54441,7058,,,,1.269907179,,
Total,run3,Non-Engaged,2017,Total,Total,Total,,Employee,46256683.24,25253,8953,,,,,,1.269907179,,
Total,run3,Non-Engaged,2018,Total,Total,ER,,Member,6824643.94,31088,11041,4130,2903,,219.5266321,2350.893538,0.944593557,232.4032707,2488.788453
Total,run3,Non-Engaged,2018,Total,Total,Inpatient,,Member,13202891.05,31088,11041,672,582,,424.694128,22685.37981,0.944593557,449.60515,24016.02217
Total,run3,Non-Engaged,2018,Total,Total,Maternity,,Member,497433.54,31088,11041,699,251,,16.00082154,1981.806932,0.944593557,16.93937188,2098.052561
Total,run3,Non-Engaged,2018,Total,Total,Medical,,Member,83860433.5,31088,11041,164515,25170,,2697.517804,3331.761363,0.944593557,2855.744446,3527.190438
Total,run3,Non-Engaged,2018,Total,Total,Office Visit,,Member,2592204.53,31088,11041,15079,12279,,83.3828014,211.1087654,0.944593557,88.27373505,223.4916423
Total,run3,Non-Engaged,2018,Total,Total,Outpatient,,Member,35084207.71,31088,11041,31383,10488,,1128.545024,3345.176174,0.944593557,1194.741395,3541.392113
Total,run3,Non-Engaged,2018,Total,Total,Pharmacy,,Member,33173695.21,31088,11041,172453,21472,,1067.090042,1544.974628,0.944593557,1129.681685,1635.597254
Total,run3,Non-Engaged,2018,Total,Total,Professional,,Member,35573334.74,31088,11041,142498,24485,,1144.278652,1452.862354,0.944593557,1211.397901,1538.082007
Total,run3,Non-Engaged,2018,Total,Total,Total,,Member,117034128.7,31088,11041,,,,3764.607846,,0.944593557,3985.426131,
Total,run3,Non-Engaged,2018,Total,Total,ER,,Employee,2511219.22,31088,11041,1349,958,,,,0.944593557,,
Total,run3,Non-Engaged,2018,Total,Total,Inpatient,,Employee,4908454.71,31088,11041,214,181,,,,0.944593557,,
Total,run3,Non-Engaged,2018,Total,Total,Maternity,,Employee,153983.84,31088,11041,152,68,,,,0.944593557,,
Total,run3,Non-Engaged,2018,Total,Total,Medical,,Employee,33004005.69,31088,11041,59794,8606,,,,0.944593557,,
Total,run3,Non-Engaged,2018,Total,Total,Office Visit,,Employee,814538.3,31088,11041,4434,3560,,,,0.944593557,,
Total,run3,Non-Engaged,2018,Total,Total,Outpatient,,Employee,15042626.19,31088,11041,11884,3943,,,,0.944593557,,
Total,run3,Non-Engaged,2018,Total,Total,Pharmacy,,Employee,14357580.86,31088,11041,71506,8141,,,,0.944593557,,
Total,run3,Non-Engaged,2018,Total,Total,Professional,,Employee,13052924.79,31088,11041,51272,8335,,,,0.944593557,,
Total,run3,Non-Engaged,2018,Total,Total,Total,,Employee,47361586.55,31088,11041,,,,,,0.944593557,,
Total,run3,Total,2017,Total,Total,ER,,Member,7797012.17,28145,11475,4771,3227,,277.0301002,2416.179786,1.331477958,208.0621002,1814.659997
Total,run3,Total,2017,Total,Total,Inpatient,,Member,25140272.93,28145,11475,973,771,,893.2411771,32607.35789,1.331477958,670.8644119,24489.59646
Total,run3,Total,2017,Total,Total,Maternity,,Member,688756.01,28145,11475,987,257,,24.47170048,2679.984475,1.331477958,18.37935081,2012.789216
Total,run3,Total,2017,Total,Total,Medical,,Member,111429210.5,28145,11475,203066,23726,,3959.112117,4696.502172,1.331477958,2973.471768,3527.284958
Total,run3,Total,2017,Total,Total,Office Visit,,Member,2871742.4,28145,11475,16904,13248,,102.0338391,216.7679952,1.331477958,76.63201516,162.8025413
Total,run3,Total,2017,Total,Total,Outpatient,,Member,43117026.42,28145,11475,39797,11424,,1531.960434,3774.249512,1.331477958,1150.571382,2834.631613
Total,run3,Total,2017,Total,Total,Pharmacy,,Member,35564472.91,28145,11475,195614,20392,,1263.616021,1744.040453,1.331477958,949.0326247,1309.853042
Total,run3,Total,2017,Total,Total,Professional,,Member,43171911.18,28145,11475,175490,23251,,1533.910506,1856.776534,1.331477958,1152.035974,1394.522923
Total,run3,Total,2017,Total,Total,Total,,Member,146993683.4,28145,11475,,,,5222.728138,,1.331477958,3922.504393,
Total,run3,Total,2017,Total,Total,ER,,Employee,7797012.17,28145,11475,4771,3227,,,,1.331477958,,
Total,run3,Total,2017,Total,Total,Inpatient,,Employee,25140272.93,28145,11475,973,771,,,,1.331477958,,
Total,run3,Total,2017,Total,Total,Maternity,,Employee,688756.01,28145,11475,987,257,,,,1.331477958,,
Total,run3,Total,2017,Total,Total,Medical,,Employee,49657671.92,28145,11475,86649,9390,,,,1.331477958,,
Total,run3,Total,2017,Total,Total,Office Visit,,Employee,2871742.4,28145,11475,16904,13248,,,,1.331477958,,
Total,run3,Total,2017,Total,Total,Outpatient,,Employee,43117026.42,28145,11475,39797,11424,,,,1.331477958,,
Total,run3,Total,2017,Total,Total,Pharmacy,,Employee,35564472.91,28145,11475,195614,20392,,,,1.331477958,,
Total,run3,Total,2017,Total,Total,Professional,,Employee,43171911.18,28145,11475,175490,23251,,,,1.331477958,,
Total,run3,Total,2017,Total,Total,Total,,Employee,85222144.83,28145,11475,,,,,,1.331477958,,
Total,run3,Total,2018,Total,Total,ER,,Member,7869891.73,34291,13938,4710,3278,,229.5031271,2400.82115,0.993701114,230.9579047,2416.039509
Total,run3,Total,2018,Total,Total,Inpatient,,Member,17653095.52,34291,13938,861,732,,514.8025873,24116.25071,0.993701114,518.0658251,24269.11914
Total,run3,Total,2018,Total,Total,Maternity,,Member,651188.88,34291,13938,935,314,,18.99008136,2073.849936,0.993701114,19.11045596,2086.995685
Total,run3,Total,2018,Total,Total,Medical,,Member,100439898.5,34291,13938,189190,27881,,2929.045478,3602.449643,0.993701114,2947.612153,3625.284901
Total,run3,Total,2018,Total,Total,Office Visit,,Member,2863333.57,34291,13938,16561,13426,,83.50102272,213.2678065,0.993701114,84.03032017,214.6196715
Total,run3,Total,2018,Total,Total,Outpatient,,Member,41986440.08,34291,13938,36774,11876,,1224.415738,3535.402499,0.993701114,1232.177082,3557.812758
Total,run3,Total,2018,Total,Total,Pharmacy,,Member,38261656.56,34291,13938,198099,24044,,1115.792965,1591.318273,0.993701114,1122.865769,1601.405344
Total,run3,Total,2018,Total,Total,Professional,,Member,40800362.9,34291,13938,163296,27133,,1189.827153,1503.717352,0.993701114,1197.369246,1513.249136
Total,run3,Total,2018,Total,Total,Total,,Member,138701555.1,34291,13938,,,,4044.838443,,0.993701114,4070.477922,
Total,run3,Total,2018,Total,Total,ER,,Employee,7869891.73,34291,13938,4710,3278,,,,0.993701114,,
Total,run3,Total,2018,Total,Total,Inpatient,,Employee,17653095.52,34291,13938,861,732,,,,0.993701114,,
Total,run3,Total,2018,Total,Total,Maternity,,Employee,651188.88,34291,13938,935,314,,,,0.993701114,,
Total,run3,Total,2018,Total,Total,Medical,,Employee,47235856.14,34291,13938,81312,11040,,,,0.993701114,,
Total,run3,Total,2018,Total,Total,Office Visit,,Employee,2863333.57,34291,13938,16561,13426,,,,0.993701114,,
Total,run3,Total,2018,Total,Total,Outpatient,,Employee,41986440.08,34291,13938,36774,11876,,,,0.993701114,,
Total,run3,Total,2018,Total,Total,Pharmacy,,Employee,38261656.56,34291,13938,198099,24044,,,,0.993701114,,
Total,run3,Total,2018,Total,Total,Professional,,Employee,40800362.9,34291,13938,163296,27133,,,,0.993701114,,
Total,run3,Total,2018,Total,Total,Total,,Employee,85497512.7,34291,13938,,,,,,0.993701114,,
Total,run3,Engaged,2017,HA Case Calls,18-35,ER,,Member,109608.35,512,424,81,58,,214.0788086,1889.799138,1.86911519,114.5348396,1011.066171
Total,run3,Engaged,2017,HA Case Calls,18-35,Inpatient,,Member,379050.35,512,424,36,33,,740.3327148,11486.37424,1.86911519,396.0872603,6145.353856
Total,run3,Engaged,2017,HA Case Calls,18-35,Maternity,,Member,147023.1,512,424,173,29,,287.1544922,5069.762069,1.86911519,153.6312442,2712.386104
Total,run3,Engaged,2017,HA Case Calls,18-35,Medical,,Member,1903652.19,512,424,2941,384,,3718.070684,4957.427578,1.86911519,1989.21431,2652.285747
Total,run3,Engaged,2017,HA Case Calls,18-35,Office Visit,,Member,42410.64,512,424,222,169,,82.83328125,250.9505325,1.86911519,44.3168413,134.261673
Total,run3,Engaged,2017,HA Case Calls,18-35,Outpatient,,Member,750394.36,512,424,663,173,,1465.613984,4337.539653,1.86911519,784.1218091,2320.637955
Total,run3,Engaged,2017,HA Case Calls,18-35,Pharmacy,,Member,333971.98,512,424,2544,342,,652.2890234,976.5262573,1.86911519,348.9827844,522.4537591
